country,year,status,life_expectancy,adult_mortality,infant_deaths,alcohol,hepatitis_b,under_five_deaths,polio,total_expenditure,diphtheria,hiv_aids,gdp,population,thinness_1_19_years,thinness_5_9_years,income_composition_of_resources,schooling
comoros,2000,developing,59.5,272.0,1,0.09,28.0,2,7.0,3.56,7.0,0.1,375.8528566,542357.0,7.9,7.9,0.4721818181818182,8.2
paraguay,2008,developing,72.7,157.0,3,6.14,87.0,4,85.0,7.6,89.0,0.1,359.992184,647117.0,2.1,2.1,0.654,11.9
peru,2003,developing,72.1,152.0,15,4.5,65.0,19,95.0,4.6,94.0,0.4,218.25997,26937738.0,1.3,1.3,0.686,13.3
uzbekistan,2004,developing,67.8,183.0,24,1.59,99.0,29,99.0,5.11,99.0,0.3,465.1198869,2586435.0,3.2,3.2,0.613,11.6
zimbabwe,2006,developing,45.4,7.0,28,4.57,68.0,45,71.0,5.12,7.0,26.8,414.796232,13124267.0,8.6,8.6,0.408,9.5
turkmenistan,2008,developing,64.5,235.0,6,2.4,96.0,8,96.0,1.93,96.0,0.1,394.467675,4935762.0,3.2,3.3,0.6772,10.5
indonesia,2001,developing,66.5,188.0,182,0.06,62.0,229,77.0,2.23,76.0,0.1,747.9817455,2145652.0,11.0,11.1,0.604,10.6
kazakhstan,2004,developing,64.7,287.0,8,6.55,99.0,9,99.0,3.95,82.0,0.1,2874.288291,1512985.0,2.5,2.6,0.725,13.5
madagascar,2005,developing,69.0,265.0,37,0.72,81.0,56,8.0,5.3,85.0,0.6,274.819723,18336724.0,8.1,8.0,0.473,8.9
israel,2006,developing,84.0,68.0,1,2.23,96.0,1,94.0,7.38,95.0,0.1,2195.1769,7537.0,1.1,1.1,0.87,15.7
cabo verde,2012,developing,72.7,121.0,0,0.01,94.0,0,94.0,4.61,94.0,0.3,348.482762,513979.0,7.1,7.1,0.636,13.2
rwanda,2003,developing,52.0,48.0,29,6.66,96.0,46,96.0,6.34,96.0,8.1,212.6619491,868346.0,7.0,7.3,0.359,7.6
bulgaria,2002,developed,71.8,157.0,1,10.2,88.0,1,94.0,7.41,93.0,0.1,287.534843,7837161.0,2.4,2.4,0.723,12.9
jamaica,2011,developing,75.2,139.0,1,3.58,92.0,1,93.0,5.21,92.0,0.6,513.549487,2829493.0,1.8,1.7,0.722,12.8
turkey,2010,developing,74.2,116.0,21,1.49,96.0,25,97.0,5.61,97.0,0.1,1672.5693,72326914.0,4.9,4.7,0.715,13.0
armenia,2000,developing,72.0,142.0,1,2.9,55.0,1,96.0,6.25,93.0,0.1,622.7427477,369588.0,2.1,2.2,0.639,11.2
kenya,2002,developing,52.1,437.0,76,1.66,84.0,118,83.0,4.54,84.0,15.7,395.8493511,332149.0,8.9,8.9,0.451,8.5
jordan,2004,developing,72.5,125.0,4,0.54,95.0,4,95.0,9.5,95.0,0.1,261.456882,5535595.0,3.9,3.8,0.723,13.5
bulgaria,2003,developed,72.0,155.0,1,11.19,96.0,1,96.0,7.43,96.0,0.1,271.46824,7775327.0,2.3,2.4,0.729,12.9
albania,2007,developing,75.9,9.0,1,5.58,98.0,1,99.0,6.1,98.0,0.1,363.13685,29717.0,1.6,1.7,0.703,11.6
honduras,2011,developing,73.9,153.0,4,3.1,97.0,5,97.0,8.57,97.0,0.4,212.584798,83516.0,2.2,2.2,0.611,11.7
rwanda,2004,developing,53.4,397.0,26,6.75,89.0,42,89.0,6.24,89.0,7.7,236.9114381,8818438.0,6.9,7.1,0.371,8.2
nepal,2004,developing,64.7,218.0,35,0.21,27.0,47,8.0,5.82,8.0,0.2,287.4156,2539449.0,17.8,18.4,0.463,9.3
jamaica,2008,developing,74.5,145.0,1,3.51,92.0,1,91.0,5.4,91.0,0.4,492.492378,279122.0,1.9,1.7,0.718,12.6
papua new guinea,2012,developing,62.2,284.0,10,0.01,68.0,13,81.0,4.55,74.0,1.0,271.318741,743836.0,1.3,1.3,0.501,9.9
italy,2000,developed,79.4,77.0,3,9.78,94.0,3,97.0,7.91,87.0,0.1,251.2426,5694218.0,0.5,0.5,0.823,14.8
philippines,2014,developing,68.4,214.0,54,4.52,67.0,68,77.0,4.71,67.0,0.1,2842.938353,112249.0,1.0,9.7,0.676,11.7
fiji,2000,developing,67.7,221.0,0,2.05,98.0,0,91.0,3.87,9.0,0.1,276.1338,811223.0,4.3,4.0,0.681,13.1
burundi,2010,developing,56.8,33.0,23,4.16,96.0,34,94.0,8.82,96.0,1.9,231.1943256,876693.0,7.7,7.7,0.361,9.3
ghana,2003,developing,57.9,38.0,41,1.53,8.0,63,8.0,3.12,8.0,3.4,373.2815537,2446782.0,8.6,8.5,0.489,7.9
paraguay,2009,developing,73.0,155.0,3,5.39,85.0,3,81.0,9.14,85.0,0.1,2599.596259,6127837.0,2.1,2.0,0.663,12.1
ghana,2009,developing,66.0,271.0,41,1.76,94.0,60,94.0,5.17,94.0,2.1,186.76538,2393831.0,7.3,7.2,0.542,10.4
pakistan,2005,developing,62.9,2.0,364,0.04,7.0,459,78.0,2.91,77.0,0.1,711.4699463,15399667.0,21.2,21.7,0.487,6.1
kiribati,2011,developing,65.5,26.0,0,0.53,95.0,0,95.0,1.42,99.0,0.1,1692.613277,14656.0,0.1,0.1,0.585,11.9
brazil,2006,developing,73.0,161.0,70,7.1,99.0,79,99.0,8.36,99.0,0.1,586.145975,18912412.0,3.1,3.1,0.698,13.8
lesotho,2000,developing,49.3,543.0,5,3.1,17.0,7,82.0,6.92,83.0,29.8,474.8197876,1868699.0,11.5,11.6,0.445,9.6
zimbabwe,2007,developing,46.6,67.0,29,3.88,72.0,46,73.0,4.47,73.0,23.7,396.9982166,1332999.0,8.2,8.2,0.414,9.6
china,2006,developing,74.2,98.0,307,3.28,91.0,360,94.0,4.52,93.0,0.1,299.229676,13112.0,4.8,4.3,0.646,11.0
el salvador,2002,developing,73.0,24.0,3,2.97,81.0,4,81.0,7.9,81.0,0.4,248.4125,59433.0,2.0,1.9,0.621,11.8
solomon islands,2010,developing,68.3,188.0,0,1.1,9.0,0,94.0,7.47,9.0,0.1,1272.44825,52779.0,1.2,1.2,0.492,9.3
comoros,2002,developing,59.5,271.0,2,0.08,28.0,2,98.0,3.39,89.0,0.1,433.2691451,569479.0,7.7,7.7,0.4721818181818182,8.8
ukraine,2006,developing,67.7,267.0,5,7.99,96.0,6,99.0,6.39,98.0,0.8,233.18831,4678775.0,2.6,2.7,0.716,14.7
turkmenistan,2006,developing,63.7,245.0,6,2.71,98.0,8,98.0,2.9,98.0,0.1,2136.66815,48115.0,3.3,3.3,0.6772,10.4
pakistan,2004,developing,63.7,183.0,364,0.01,65.0,461,65.0,2.56,65.0,0.1,649.848233,15783.0,21.4,21.8,0.474,5.6
solomon islands,2007,developing,67.6,2.0,0,0.85,9.0,0,93.0,6.42,9.0,0.1,146.931125,49294.0,1.2,1.2,0.482,9.0
honduras,2000,developing,71.0,174.0,6,2.61,93.0,8,88.0,6.63,94.0,1.7,188.783165,6524283.0,2.8,2.7,0.551,9.8
ghana,2013,developing,61.9,254.0,38,0.01,9.0,55,91.0,4.63,9.0,0.9,1814.492297,26346251.0,6.6,6.4,0.57,11.5
uzbekistan,2003,developing,67.2,183.0,25,1.54,99.0,30,99.0,5.17,98.0,0.3,396.129969,2556765.0,3.3,3.3,0.607,11.3
thailand,2002,developing,71.4,192.0,16,5.93,95.0,19,97.0,3.7,96.0,0.7,296.54617,6473164.0,9.2,9.5,0.657,11.5
bhutan,2009,developing,67.4,232.0,1,0.17,93.0,1,93.0,6.3,93.0,0.4,177.234497,714458.0,16.8,17.5,0.5884,10.9
uruguay,2002,developing,75.4,124.0,1,5.86,95.0,1,93.0,7.18,95.0,0.1,488.768855,3327773.0,1.7,1.7,0.746,14.7
jordan,2005,developing,72.4,127.0,4,0.55,95.0,4,95.0,8.88,95.0,0.1,223.83787,5714111.0,3.9,3.8,0.73,13.8
vanuatu,2003,developing,69.4,173.0,0,1.2,64.0,0,67.0,4.2,69.0,0.1,158.52724,198964.0,1.6,1.6,0.588,10.4
albania,2005,developing,73.5,15.0,1,5.16,98.0,1,97.0,6.12,98.0,0.1,279.142931,311487.0,1.8,1.8,0.685,10.8
uganda,2001,developing,47.7,539.0,115,10.57,29.0,187,56.0,7.26,55.0,10.8,234.984775,24854892.0,6.9,6.9,0.396,10.8
cabo verde,2006,developing,72.1,129.0,0,4.25,95.0,0,97.0,5.11,96.0,0.6,234.28992,48795.0,8.3,8.3,0.596,11.9
kazakhstan,2013,developing,69.5,28.0,5,6.48,99.0,6,98.0,4.3,98.0,0.1,1389.8561,1735275.0,2.4,2.5,0.782,15.0
paraguay,2006,developing,72.3,161.0,3,5.61,92.0,4,98.0,6.43,98.0,0.2,189.71539,5882796.0,2.2,2.2,0.648,12.1
afghanistan,2008,developing,58.1,287.0,80,0.03,64.0,110,64.0,8.33,64.0,0.1,373.3611163,2729431.0,18.8,18.9,0.433,8.7
papua new guinea,2013,developing,62.4,281.0,10,0.01,73.0,13,8.0,4.78,79.0,0.8,229.95364,7592865.0,1.3,1.3,0.506,10.0
jamaica,2007,developing,74.2,148.0,1,3.64,92.0,1,94.0,4.87,92.0,0.9,462.517913,2775467.0,1.9,1.7,0.714,12.5
ghana,2001,developing,57.4,39.0,42,1.49,8.0,64,81.0,3.56,79.0,3.5,273.6596668,1942165.0,9.0,9.0,0.485,8.0
solomon islands,2005,developing,67.4,24.0,0,0.9,83.0,0,9.0,7.83,89.0,0.1,88.874858,469885.0,1.3,1.3,0.465,8.3
swaziland,2000,developing,48.4,536.0,3,7.19,83.0,4,87.0,5.26,84.0,46.4,1637.4567,161468.0,9.4,9.6,0.516,9.4
bulgaria,2001,developed,71.6,16.0,1,10.72,93.0,1,94.0,7.23,94.0,0.1,1764.97387,89142.0,2.4,2.5,0.713,12.9
algeria,2003,developing,71.7,146.0,20,0.34,81.0,23,87.0,3.6,87.0,0.1,294.33556,3243514.0,6.3,6.1,0.663,11.5
samoa,2003,developing,79.0,169.0,0,4.17,83.0,0,82.0,4.71,83.0,0.1,197.29417,177662.0,0.2,0.2,0.659,12.3
uzbekistan,2002,developing,67.1,186.0,27,1.47,62.0,32,99.0,5.44,99.0,0.2,383.3494997,2527185.0,3.3,3.3,0.6,11.0
costa rica,2009,developing,79.2,96.0,1,4.07,87.0,1,8.0,9.69,86.0,0.1,689.396224,4488263.0,1.9,1.8,0.747,13.1
jamaica,2000,developing,72.6,171.0,1,3.46,36.0,1,95.0,5.81,93.0,2.2,336.8742,2656864.0,2.0,1.9,0.682,11.4
solomon islands,2013,developing,68.8,182.0,0,0.01,94.0,0,99.0,5.42,94.0,0.1,188.5159,563513.0,1.1,1.2,0.509,9.5
uruguay,2008,developing,76.4,119.0,1,6.76,94.0,1,94.0,8.17,94.0,0.1,962.312164,335824.0,1.6,1.5,0.77,15.7
latvia,2011,developed,73.6,169.0,0,10.14,89.0,0,92.0,6.1,92.0,0.1,1372.68947,25979.0,2.2,2.3,0.81,15.8
philippines,2013,developing,68.1,219.0,55,4.61,89.0,69,84.0,4.56,89.0,0.1,276.289146,9848132.0,1.0,9.7,0.671,11.7
kazakhstan,2014,developing,69.9,22.0,5,6.29,95.0,5,95.0,4.36,95.0,0.1,1286.56511,17289224.0,2.4,2.5,0.789,15.0
belarus,2000,developing,68.0,247.0,1,12.98,7.0,1,99.0,6.13,99.0,0.1,1276.28834,997961.0,2.7,2.8,0.675,13.1
pakistan,2003,developing,63.5,185.0,366,0.01,63.0,466,69.0,2.61,67.0,0.1,563.594342,1477341.0,21.6,22.0,0.465,5.6
mali,2000,developing,49.8,37.0,60,0.47,79.0,111,53.0,6.29,43.0,2.5,269.3483829,196769.0,11.0,1.9,0.291,4.4
belarus,2003,developing,67.7,253.0,1,11.17,56.0,1,53.0,6.59,5.0,0.1,1819.525644,9796749.0,2.5,2.6,0.695,13.9
brazil,2005,developing,72.7,163.0,75,6.97,98.0,85,99.0,8.27,99.0,0.1,477.182746,186917361.0,3.2,3.1,0.694,13.8
madagascar,2004,developing,64.0,267.0,38,0.81,71.0,58,74.0,4.89,78.0,0.6,245.1235876,1782997.0,8.2,8.1,0.466,8.7
poland,2013,developed,77.1,12.0,2,11.63,96.0,2,95.0,6.4,99.0,0.1,1378.54911,384196.0,2.0,2.1,0.838,15.4
kazakhstan,2003,developing,64.4,282.0,8,6.58,99.0,9,99.0,3.7,99.0,0.1,268.123657,149918.0,2.5,2.6,0.714,13.1
papua new guinea,2011,developing,62.0,285.0,10,0.88,66.0,13,69.0,4.94,72.0,1.0,177.867119,7269348.0,1.3,1.3,0.494,9.9
malaysia,2000,developing,72.4,149.0,4,0.54,97.0,5,98.0,3.4,98.0,0.1,445.17471,2318568.0,9.8,9.6,0.715,11.6
nepal,2002,developing,63.1,238.0,40,0.19,2.0,54,72.0,5.6,72.0,0.1,246.375621,24566342.0,18.2,18.8,0.447,8.6
indonesia,2013,developing,68.7,181.0,124,0.09,85.0,148,86.0,2.93,85.0,0.3,362.663981,25232263.0,1.5,1.3,0.677,12.9
turkey,2008,developing,73.5,121.0,25,1.39,92.0,29,96.0,6.7,96.0,0.1,185.68975,74432.0,5.0,4.8,0.705,12.5
uganda,2000,developing,46.6,554.0,116,10.47,29.0,191,55.0,6.77,52.0,11.6,257.63369,2439274.0,7.0,7.0,0.382,9.8
azerbaijan,2009,developing,78.0,132.0,6,2.1,74.0,6,84.0,5.85,81.0,0.1,495.294791,8947243.0,2.8,2.9,0.728,11.6
pakistan,2002,developing,63.2,187.0,371,0.01,63.0,474,71.0,2.76,68.0,0.1,499.8633,144654143.0,21.8,22.2,0.457,5.5
nicaragua,2001,developing,73.0,193.0,4,3.51,87.0,5,89.0,5.26,87.0,0.4,143.6758,5175.0,2.2,2.1,0.57,10.4
mongolia,2010,developing,66.3,25.0,1,5.8,96.0,2,96.0,4.7,96.0,0.1,265.353659,271265.0,2.2,2.3,0.693,14.3
israel,2001,developing,79.3,74.0,1,2.53,96.0,1,93.0,7.61,92.0,0.1,236.19646,6439.0,1.1,1.1,0.85,15.1
morocco,2011,developing,73.3,14.0,19,0.54,98.0,22,98.0,5.99,99.0,0.1,339.91616,32858823.0,6.3,6.2,0.612,11.2
nepal,2001,developing,63.2,23.0,43,0.09,2.0,58,73.0,5.36,72.0,0.1,248.6183539,24161777.0,18.3,19.0,0.446,9.0
vanuatu,2000,developing,69.0,18.0,0,1.21,7.0,0,67.0,3.28,71.0,0.1,1469.849149,18563.0,1.7,1.7,0.588,9.6
iraq,2010,developing,76.0,145.0,32,0.19,72.0,39,74.0,3.82,74.0,0.1,452.74948,376271.0,5.3,5.1,0.646,10.4
seychelles,2005,developing,72.2,185.0,0,7.82,99.0,0,99.0,3.91,99.0,0.1,1192.5174,82858.0,6.0,6.4,0.712,12.1
nicaragua,2006,developing,73.0,17.0,3,3.69,88.0,4,88.0,6.33,88.0,0.3,124.992617,545211.0,2.0,1.9,0.597,11.0
samoa,2000,developing,72.0,18.0,0,3.0,89.0,0,94.0,5.31,95.0,0.1,154.68923,17461.0,0.2,0.2,0.64,12.1
burundi,2006,developing,54.1,361.0,24,4.5,92.0,36,88.0,11.49,92.0,3.8,165.8794176,7675338.0,8.1,8.2,0.29,5.9
myanmar,2011,developing,65.6,27.0,47,0.33,4.0,61,9.0,1.87,84.0,0.5,1186.423937,555331.0,13.0,13.3,0.526,9.1
ukraine,2003,developing,67.6,256.0,6,5.92,77.0,6,99.0,6.93,97.0,0.9,148.522488,4781295.0,2.8,2.9,0.691,14.3
eritrea,2011,developing,62.9,286.0,6,0.62,96.0,8,96.0,3.6,96.0,0.7,582.775532,447469.0,8.8,8.7,0.405,5.0
zimbabwe,2008,developing,48.2,632.0,30,3.56,75.0,46,75.0,4.96,75.0,20.5,325.678573,13558469.0,7.8,7.8,0.421,9.7
sri lanka,2011,developing,74.5,141.0,3,3.03,99.0,4,99.0,3.28,99.0,0.1,322.992615,2271.0,15.3,15.3,0.746,13.6
sri lanka,2012,developing,74.5,143.0,3,2.8,99.0,4,99.0,3.21,99.0,0.1,335.521375,2425.0,15.3,15.2,0.752,13.7
turkey,2012,developing,74.8,112.0,19,1.54,97.0,22,97.0,5.24,97.0,0.1,1172.3843,74569867.0,4.9,4.7,0.75,14.3
fiji,2001,developing,67.8,221.0,0,1.93,98.0,0,92.0,3.28,91.0,0.1,238.891729,814218.0,4.3,4.0,0.683,13.2
paraguay,2005,developing,72.1,163.0,3,6.38,92.0,4,96.0,6.7,96.0,0.2,157.145691,5795494.0,2.3,2.2,0.646,12.3
ghana,2000,developing,57.2,38.0,43,1.6,8.0,65,88.0,3.0,88.0,3.6,263.1124679,18938762.0,9.2,9.2,0.48,7.7
paraguay,2004,developing,71.9,165.0,3,6.2,9.0,4,92.0,5.78,92.0,0.2,148.527976,57374.0,2.3,2.2,0.639,12.1
papua new guinea,2009,developing,61.6,288.0,11,0.82,66.0,14,79.0,4.36,73.0,1.1,1166.66337,6947447.0,1.4,1.3,0.477,9.2
armenia,2005,developing,73.0,137.0,1,4.25,91.0,1,92.0,5.25,9.0,0.1,1643.758397,2981259.0,2.0,2.1,0.679,10.9
tajikistan,2005,developing,65.5,194.0,10,0.37,81.0,12,79.0,5.89,84.0,0.3,337.359236,6854176.0,3.8,3.9,0.572,10.6
bhutan,2013,developing,69.1,219.0,0,0.01,97.0,1,97.0,3.83,97.0,0.6,235.882889,764961.0,15.9,16.5,0.589,12.6
solomon islands,2008,developing,68.0,193.0,0,1.09,89.0,0,94.0,5.97,89.0,0.1,125.79167,54477.0,1.2,1.2,0.489,9.2
comoros,2001,developing,59.5,272.0,1,0.08,28.0,2,7.0,2.86,7.0,0.1,395.9319363,555888.0,7.8,7.8,0.4721818181818182,8.5
ecuador,2007,developing,74.7,14.0,7,3.63,94.0,9,95.0,5.94,96.0,0.2,359.71886,1425453.0,1.4,1.3,0.696,12.9
uzbekistan,2013,developing,69.1,185.0,17,0.01,99.0,19,99.0,6.32,99.0,0.1,197.551233,32432.0,3.0,3.1,0.681,12.0
morocco,2012,developing,73.6,99.0,19,0.55,99.0,22,99.0,6.15,99.0,0.1,294.746728,33333789.0,6.3,6.2,0.623,11.6
bhutan,2003,developing,63.3,273.0,1,0.52,95.0,1,96.0,4.9,95.0,0.2,997.7417141,623434.0,18.3,19.1,0.5884,8.4
ecuador,2006,developing,74.4,144.0,8,3.52,96.0,9,92.0,5.86,96.0,0.3,335.786541,1396748.0,1.4,1.3,0.693,12.8
papua new guinea,2010,developing,61.8,286.0,10,0.79,56.0,14,72.0,4.18,67.0,1.1,1366.879112,718239.0,1.4,1.3,0.485,9.6
pakistan,2000,developing,62.8,19.0,385,0.02,63.0,495,65.0,2.79,62.0,0.1,533.8624114,138523285.0,22.2,22.6,0.445,5.3
georgia,2009,developing,73.2,133.0,1,6.66,54.0,1,93.0,1.19,88.0,0.1,276.588512,3978.0,2.6,2.8,0.734,12.8
rwanda,2000,developing,48.3,426.0,34,7.13,88.0,57,9.0,4.22,9.0,8.5,216.172747,82573.0,7.6,7.7,0.318,6.6
ecuador,2003,developing,74.4,151.0,8,3.69,82.0,10,97.0,6.46,87.0,0.3,244.46898,1328961.0,1.5,1.4,0.679,12.6
kiribati,2010,developing,65.3,27.0,0,0.48,91.0,0,95.0,1.52,91.0,0.1,1493.1651,12652.0,0.1,0.1,0.584,11.9
kiribati,2006,developing,65.0,212.0,0,0.76,88.0,0,86.0,1.93,86.0,0.1,1151.555618,9426.0,0.2,0.1,0.576,12.1
ecuador,2005,developing,74.2,151.0,8,3.54,92.0,9,89.0,5.87,92.0,0.3,321.942547,13735233.0,1.4,1.3,0.688,12.8
nepal,2000,developing,62.5,238.0,46,0.08,2.0,62,74.0,5.43,74.0,0.1,231.42554,2374911.0,18.5,19.2,0.439,8.9
sri lanka,2008,developing,72.3,172.0,4,2.1,98.0,4,98.0,3.44,98.0,0.1,254.489192,19817.0,15.4,15.4,0.731,13.3
myanmar,2010,developing,65.4,29.0,49,0.3,92.0,65,9.0,1.92,9.0,0.5,987.7365832,5155896.0,13.1,13.3,0.515,8.8
guyana,2005,developing,65.0,238.0,1,7.35,93.0,1,93.0,5.83,93.0,1.8,198.455216,75946.0,5.7,5.5,0.619,11.4
china,2000,developing,71.7,115.0,490,3.06,6.0,608,86.0,4.6,85.0,0.1,959.372181,1262645.0,5.9,5.1,0.583,9.5
eritrea,2010,developing,62.1,298.0,6,0.61,9.0,9,9.0,3.24,9.0,0.9,482.14994,43984.0,8.9,8.8,0.404,5.1
afghanistan,2006,developing,57.3,295.0,84,0.03,64.0,116,58.0,7.43,58.0,0.1,272.56377,2589345.0,19.2,19.3,0.405,8.1
jamaica,2005,developing,73.5,161.0,1,3.59,99.0,1,99.0,4.7,99.0,1.9,482.24762,2744673.0,1.9,1.7,0.706,12.4
afghanistan,2002,developing,56.2,3.0,88,0.01,64.0,122,36.0,7.76,36.0,0.1,187.84595,21979923.0,19.9,2.2,0.341,6.2
solomon islands,2003,developing,66.8,215.0,0,1.18,79.0,0,84.0,6.0,84.0,0.1,744.7657423,446769.0,1.3,1.3,0.453,8.0
guyana,2000,developing,65.4,246.0,1,6.63,85.0,1,79.0,5.85,88.0,1.1,946.599372,75331.0,5.9,5.8,0.602,10.9
uzbekistan,2012,developing,68.8,184.0,18,0.01,99.0,21,99.0,6.49,99.0,0.1,174.468298,297745.0,3.0,3.1,0.673,12.0
seychelles,2010,developing,72.4,18.0,0,6.51,99.0,0,99.0,3.59,99.0,0.1,184.68447,8977.0,5.8,6.2,0.74,13.2
guyana,2003,developing,65.3,237.0,1,7.93,9.0,1,91.0,5.97,9.0,2.1,986.7958173,751857.0,5.8,5.6,0.611,11.1
ecuador,2004,developing,74.4,148.0,8,3.65,88.0,9,9.0,6.22,88.0,0.3,278.557892,1359647.0,1.5,1.3,0.682,12.7
burundi,2008,developing,55.3,35.0,23,4.33,92.0,35,89.0,7.86,92.0,2.9,196.2472628,8212264.0,7.9,7.9,0.319,7.9
brazil,2003,developing,71.8,172.0,88,6.95,97.0,100,99.0,6.94,99.0,0.1,359.587582,182482149.0,3.3,3.3,0.699,14.8
poland,2008,developed,75.5,14.0,2,11.4,98.0,3,96.0,6.88,99.0,0.1,141.44688,38125759.0,2.2,2.3,0.813,15.0
guyana,2001,developing,65.4,247.0,1,6.71,85.0,1,9.0,5.82,85.0,1.7,925.582546,752263.0,5.9,5.7,0.606,10.9
honduras,2001,developing,71.3,171.0,6,2.74,95.0,8,99.0,6.88,96.0,1.6,113.4546,669361.0,2.7,2.7,0.557,9.9
sri lanka,2004,developing,69.1,197.0,6,1.56,62.0,10,97.0,4.28,97.0,0.1,174.6692,19228.0,15.4,15.5,0.705,12.8
afghanistan,2004,developing,57.0,293.0,87,0.02,67.0,120,5.0,8.79,5.0,0.1,219.1413528,24118979.0,19.5,19.7,0.381,6.8
nicaragua,2000,developing,73.0,192.0,4,3.61,83.0,5,85.0,5.39,83.0,0.4,116.2743,526796.0,2.2,2.1,0.562,10.1
bulgaria,2000,developed,71.1,163.0,1,9.69,94.0,1,94.0,6.7,93.0,0.1,169.28586,817172.0,2.5,2.5,0.709,12.9
colombia,2013,developing,74.4,145.0,11,4.41,91.0,13,91.0,6.84,91.0,0.1,83.5863,47342981.0,2.1,1.9,0.712,13.3
romania,2009,developed,73.1,158.0,2,10.4,95.0,3,95.0,5.56,95.0,0.1,822.18329,2367487.0,3.0,3.3,0.795,15.4
albania,2003,developing,72.8,18.0,1,4.29,97.0,1,97.0,6.27,97.0,0.1,189.681557,339616.0,1.9,2.0,0.674,10.7
ecuador,2001,developing,73.4,158.0,9,4.13,69.0,10,9.0,3.86,89.0,0.3,193.741571,12852755.0,1.6,1.5,0.67,12.4
lebanon,2013,developing,74.9,97.0,1,1.29,81.0,1,75.0,6.63,81.0,0.1,846.285153,527612.0,4.8,4.8,0.766,13.3
uruguay,2007,developing,75.4,124.0,1,6.67,94.0,1,94.0,8.23,94.0,0.1,79.69746,3339741.0,1.6,1.5,0.76,15.3
poland,2007,developed,75.3,144.0,2,10.9,98.0,3,99.0,6.28,99.0,0.1,1126.31852,381256.0,2.2,2.4,0.808,15.0
china,2001,developing,72.2,11.0,457,2.84,65.0,558,86.0,4.56,86.0,0.1,153.1824,127185.0,5.7,5.0,0.592,9.6
uganda,2014,developing,61.5,38.0,68,0.01,78.0,97,82.0,7.22,78.0,3.2,719.172669,38833338.0,5.7,5.6,0.483,10.0
belarus,2001,developing,67.7,254.0,1,10.74,93.0,1,99.0,6.62,99.0,0.1,1244.373185,9928549.0,2.6,2.7,0.681,13.3
uzbekistan,2008,developing,67.9,184.0,22,2.36,91.0,25,98.0,5.92,98.0,0.3,182.28625,27328.0,3.1,3.1,0.644,11.9
malawi,2011,developing,54.1,441.0,32,1.23,97.0,50,97.0,11.67,97.0,11.2,512.125451,15627618.0,6.7,6.6,0.444,10.6
malawi,2000,developing,43.1,588.0,51,1.18,64.0,84,73.0,6.7,75.0,25.5,153.2594872,11376172.0,8.0,7.9,0.391,10.7
philippines,2004,developing,67.3,218.0,66,4.45,48.0,86,85.0,3.23,88.0,0.1,179.3715,84678493.0,1.0,9.7,0.636,11.6
sri lanka,2009,developing,71.8,183.0,4,2.05,97.0,4,97.0,3.37,97.0,0.1,216.681584,19968.0,15.3,15.4,0.735,13.4
mexico,2001,developing,75.0,126.0,52,4.86,97.0,62,97.0,5.35,97.0,0.1,731.378864,136768.0,1.9,1.9,0.7,11.6
tajikistan,2003,developing,65.2,182.0,11,0.36,58.0,14,82.0,4.46,85.0,0.3,236.314438,6576877.0,4.0,4.0,0.553,10.1
seychelles,2004,developing,72.1,186.0,0,7.91,99.0,0,99.0,4.17,99.0,0.1,1176.65871,82475.0,6.0,6.4,0.715,12.3
botswana,2012,developing,63.4,3.0,2,0.01,95.0,3,96.0,6.27,95.0,4.4,729.231453,289315.0,7.3,7.0,0.687,12.5
senegal,2014,developing,66.4,192.0,19,0.26,89.0,27,85.0,4.66,89.0,0.3,152.443873,14546111.0,9.7,9.5,0.483,9.1
malawi,2001,developing,43.5,599.0,48,1.15,64.0,80,86.0,5.7,9.0,25.1,146.7615397,11695863.0,7.9,7.7,0.387,10.1
kazakhstan,2001,developing,64.4,284.0,8,5.75,95.0,10,95.0,3.47,95.0,0.1,149.926751,14858335.0,2.6,2.7,0.685,12.3
russian federation,2006,developing,66.4,3.0,17,11.79,98.0,20,98.0,5.3,98.0,0.3,692.194398,14349528.0,2.4,2.7,0.754,13.8
mexico,2002,developing,75.0,127.0,49,4.77,97.0,58,98.0,5.52,97.0,0.1,716.8219,1435568.0,1.9,1.8,0.703,11.6
papua new guinea,2005,developing,64.0,37.0,11,0.84,63.0,15,61.0,6.42,72.0,1.5,77.5773486,631479.0,1.4,1.4,0.446,7.9
serbia,2000,developing,72.6,141.0,1,7.38,89.0,2,98.0,6.53,95.0,0.1,87.1365252,7516346.0,2.8,2.9,0.702,13.0
trinidad and tobago,2004,developing,69.4,19.0,0,5.82,94.0,0,94.0,5.22,94.0,1.0,129.51914,129535.0,6.3,6.8,0.736,12.2
senegal,2013,developing,66.0,196.0,20,0.26,92.0,28,89.0,4.51,92.0,0.3,148.912351,141232.0,9.9,9.7,0.474,8.7
eritrea,2008,developing,67.0,322.0,6,0.49,94.0,9,94.0,3.69,94.0,1.1,326.825642,4232636.0,9.1,9.1,0.406,5.2
rwanda,2013,developing,65.2,233.0,12,0.01,98.0,17,98.0,7.69,98.0,0.5,688.8768557,1165151.0,5.9,5.9,0.485,10.8
philippines,2000,developing,66.8,219.0,69,4.73,7.0,90,74.0,3.21,78.0,0.1,138.91977,77991569.0,1.0,9.6,0.618,11.4
eritrea,2007,developing,62.0,329.0,6,1.23,91.0,9,91.0,3.29,91.0,1.3,317.3294336,4153332.0,9.2,9.2,0.405,5.3
